policy_id,customer_id,agent_id,policy_type,issue_date,premium_amount,sum_insured,policy_status,channel,state,free_look_period_days,free_look_cancelled,backdated_flag,premium_actually_collected,fraud_flag,fraud_type
POL000188,CUST003187,AGT00306,Auto,20-05-2025,3687,121671,Active,Broker,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000189,CUST001964,AGT00138,Health,19-08-2023,57755,1617140,Cancelled,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000190,CUST001362,AGT00085,Auto,16-11-2023,3068,67496,Active,Agent,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000191,CUST002570,AGT00354,Health,21-04-2025,41681,625215,Active,Online,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000192,CUST000199,AGT00118,Auto,02-03-2025,9774,381186,Active,Bancassurance,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000193,CUST001788,AGT00151,Auto,10-10-2024,19803,752514,Matured,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000194,CUST001074,AGT00262,Property,10-10-2024,27750,943500,Active,Broker,Himachal Pradesh,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000195,CUST001166,AGT00112,Life,16-12-2022,69836,3072784,Cancelled,Broker,Punjab,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000196,CUST001807,AGT00311,Auto,09-10-2022,9891,187929,Active,Agent,Madhya Pradesh,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000197,CUST001538,AGT00024,Life,20-10-2022,21714,369138,Active,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000198,CUST002718,AGT00302,Auto,16-07-2025,13316,612536,Matured,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000199,CUST003102,AGT00227,Health,05-05-2025,33163,1028053,Active,Agent,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000200,CUST003154,AGT00215,Life,10-04-2026,49514,2772784,Active,Agent,Rajasthan,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000201,CUST000031,AGT00175,Auto,10-09-2024,20592,391248,Active,Agent,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000202,CUST003056,AGT00108,Health,20-01-2022,41343,1033575,Cancelled,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000203,CUST002381,AGT00176,Life,29-01-2024,106115,5517980,Active,Broker,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000204,CUST000660,AGT00171,Travel,09-02-2023,7602,136836,Lapsed,Online,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000205,CUST002225,AGT00220,Health,12-02-2025,57038,3023014,Active,Online,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000206,CUST002418,AGT00109,Auto,02-12-2023,6549,216117,Active,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000207,CUST000547,AGT00027,Auto,06-09-2024,19998,1059894,Matured,Broker,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000208,CUST002583,AGT00054,Health,26-01-2022,25147,930439,Matured,Broker,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000209,CUST001130,AGT00262,Auto,20-07-2023,6490,201190,Matured,Online,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000210,CUST002145,AGT00007,Health,30-01-2023,38823,1048221,Matured,Bancassurance,Sikkim,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000211,CUST002278,AGT00328,Life,27-09-2024,132077,5415157,Cancelled,Broker,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000212,CUST002275,AGT00259,Auto,05-11-2025,9751,146265,Lapsed,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000213,CUST000371,AGT00295,Auto,07-06-2023,17906,286496,Cancelled,Online,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000214,CUST001124,AGT00319,Health,12-04-2026,46851,1499232,Active,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000215,CUST001469,AGT00046,Auto,11-05-2024,17425,871250,Active,Agent,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000216,CUST001492,AGT00313,Travel,11-01-2025,14373,848007,Active,Agent,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000217,CUST002103,AGT00191,Health,12-03-2024,34023,1599081,Matured,Agent,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000218,CUST002472,AGT00338,Property,04-07-2023,20967,1048350,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000219,CUST002363,AGT00338,Property,08-01-2026,25773,412368,Cancelled,Broker,Meghalaya,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000220,CUST001152,AGT00007,Property,28-03-2022,35014,630252,Active,Agent,Jharkhand,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000221,CUST002080,AGT00145,Auto,12-04-2024,20762,622860,Active,Bancassurance,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000222,CUST000093,AGT00197,Travel,22-01-2023,4676,84168,Cancelled,Online,Haryana,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000223,CUST002567,AGT00254,Auto,20-08-2024,17797,409331,Active,Agent,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000224,CUST001282,AGT00110,Auto,30-10-2023,20133,704655,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000225,CUST002901,AGT00098,Health,22-11-2025,45028,1666036,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000226,CUST001926,AGT00144,Auto,13-10-2022,3300,52800,Cancelled,Bancassurance,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000227,CUST001244,AGT00190,Auto,29-11-2023,7695,130815,Active,Broker,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000228,CUST002800,AGT00365,Auto,22-08-2024,15174,561438,Active,Agent,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000229,CUST003178,AGT00292,Auto,04-01-2023,19222,768880,Active,Bancassurance,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000230,CUST001572,AGT00161,Life,17-10-2023,123428,2591988,Lapsed,Online,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000231,CUST000416,AGT00017,Auto,16-12-2025,23221,1161050,Active,Agent,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000232,CUST002605,AGT00066,Health,16-10-2023,25181,1460498,Active,Online,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000233,CUST002414,AGT00174,Travel,28-11-2023,1999,93953,Active,Online,Bihar,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000234,CUST001545,AGT00311,Health,06-01-2026,33672,1683600,Cancelled,Agent,Goa,15,TRUE,FALSE,TRUE,FALSE,None
POL000235,CUST002647,AGT00144,Life,24-03-2026,17940,322920,Lapsed,Broker,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000236,CUST002379,AGT00202,Travel,20-10-2024,11624,430088,Cancelled,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000237,CUST000689,AGT00340,Auto,27-05-2026,16818,655902,Active,Agent,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000238,CUST001666,AGT00349,Health,03-07-2024,21047,1157585,Active,Agent,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000239,CUST002059,AGT00085,Property,15-10-2022,39065,1562600,Active,Bancassurance,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000240,CUST002866,AGT00012,Travel,05-04-2022,7090,297780,Active,Broker,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000241,CUST001531,AGT00118,Life,31-10-2023,31022,1302924,Lapsed,Agent,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000242,CUST000419,AGT00260,Auto,10-02-2022,13040,456400,Active,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000243,CUST001146,AGT00365,Travel,27-11-2022,12371,296904,Active,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000244,CUST000911,AGT00027,Auto,24-03-2025,16110,660510,Active,Broker,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000245,CUST001355,AGT00008,Health,19-05-2023,56565,1640385,Cancelled,Agent,Meghalaya,15,TRUE,FALSE,TRUE,FALSE,None
POL000246,CUST001567,AGT00338,Health,02-10-2022,50913,1578303,Cancelled,Broker,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000247,CUST002396,AGT00285,Health,08-05-2026,19662,1042086,Cancelled,Bancassurance,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000248,CUST003006,AGT00377,Property,28-06-2022,32018,1568882,Active,Online,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000249,CUST000412,AGT00150,Property,17-05-2022,23567,447773,Active,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000250,CUST001248,AGT00155,Life,06-02-2024,25330,759900,Active,Agent,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000251,CUST000153,AGT00068,Auto,14-09-2024,5451,201687,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000252,CUST001236,AGT00043,Health,18-04-2025,36886,1954958,Active,Online,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000253,CUST000092,AGT00217,Life,20-04-2025,59663,1372249,Active,Online,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000254,CUST000331,AGT00138,Health,06-07-2025,54460,2559620,Active,Online,Andhra Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000255,CUST001665,AGT00027,Travel,31-08-2022,3921,192129,Cancelled,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000256,CUST000955,AGT00338,Property,24-01-2025,28821,1556334,Active,Broker,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000257,CUST003018,AGT00077,Life,16-07-2022,140919,5354922,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000258,CUST002602,AGT00285,Auto,10-06-2023,8616,327408,Active,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000259,CUST002978,AGT00109,Life,24-09-2023,95646,3634548,Active,Broker,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000260,CUST001252,AGT00310,Travel,11-11-2025,7754,255882,Active,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000261,CUST000194,AGT00044,Health,12-02-2023,5245,277985,Active,Online,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000262,CUST000530,AGT00289,Property,16-07-2025,13980,545220,Active,Broker,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000263,CUST002893,AGT00036,Auto,09-04-2025,16394,737730,Active,Online,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000264,CUST001267,AGT00170,Health,27-05-2026,43692,2271984,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000265,CUST001474,AGT00278,Life,22-11-2023,19320,753480,Cancelled,Agent,Karnataka,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000266,CUST000639,AGT00068,Life,19-06-2022,73125,2998125,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000267,CUST001611,AGT00110,Property,08-06-2022,20915,962090,Active,Agent,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000268,CUST001598,AGT00331,Auto,13-03-2026,13469,336725,Active,Bancassurance,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000269,CUST002526,AGT00338,Auto,23-03-2023,10450,198550,Cancelled,Online,Maharashtra,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000270,CUST002528,AGT00012,Life,14-10-2024,84230,4885340,Active,Agent,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000271,CUST002336,AGT00066,Auto,10-01-2025,11104,521888,Cancelled,Bancassurance,Uttar Pradesh,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000272,CUST000698,AGT00043,Health,16-12-2024,42869,1414677,Cancelled,Online,Manipur,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000273,CUST002046,AGT00071,Auto,23-03-2026,5212,297084,Cancelled,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000274,CUST001702,AGT00370,Auto,22-04-2022,12454,373620,Matured,Agent,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000275,CUST002743,AGT00206,Life,17-02-2022,127522,6248578,Cancelled,Agent,Himachal Pradesh,15,TRUE,FALSE,TRUE,FALSE,None
POL000276,CUST000540,AGT00178,Life,04-06-2026,106415,2660375,Active,Bancassurance,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000277,CUST000330,AGT00373,Auto,11-01-2023,11703,292575,Active,Online,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000278,CUST000470,AGT00208,Auto,07-04-2024,16219,389256,Lapsed,Broker,Meghalaya,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000279,CUST002897,AGT00250,Auto,02-02-2022,18399,883152,Matured,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000280,CUST000534,AGT00127,Health,19-05-2023,28196,535724,Active,Broker,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000281,CUST001963,AGT00145,Auto,19-09-2023,10660,394420,Cancelled,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000282,CUST000467,AGT00223,Health,23-10-2024,54293,2117427,Active,Bancassurance,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000283,CUST003025,AGT00024,Life,18-02-2026,31867,1370281,Active,Bancassurance,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000284,CUST002468,AGT00100,Life,20-03-2026,117507,6345378,Matured,Agent,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000285,CUST003194,AGT00077,Auto,11-02-2022,7271,196317,Cancelled,Broker,Jharkhand,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000286,CUST000762,AGT00005,Life,09-01-2022,73572,3384312,Matured,Broker,Manipur,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000287,CUST001006,AGT00201,Travel,26-09-2024,8428,404544,Lapsed,Bancassurance,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000288,CUST000891,AGT00209,Auto,29-03-2024,24703,642278,Active,Agent,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000289,CUST002356,AGT00146,Auto,19-10-2023,14459,549442,Active,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000290,CUST001956,AGT00105,Health,21-06-2026,33003,1782162,Matured,Broker,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000291,CUST002972,AGT00247,Auto,11-03-2025,20469,716415,Active,Broker,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000292,CUST002382,AGT00051,Life,29-02-2024,36517,1570231,Active,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000293,CUST000954,AGT00195,Property,30-12-2025,35232,1303584,Active,Broker,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000294,CUST001444,AGT00295,Health,16-11-2024,58915,2769005,Active,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000295,CUST003070,AGT00064,Life,02-12-2024,25910,570020,Active,Broker,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000296,CUST001673,AGT00288,Life,28-02-2025,57647,3228232,Lapsed,Agent,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000297,CUST002837,AGT00291,Auto,24-05-2025,8177,220779,Active,Agent,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000298,CUST000832,AGT00019,Auto,18-06-2026,14160,269040,Active,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000299,CUST000844,AGT00006,Property,24-03-2026,21468,1180740,Cancelled,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000300,CUST002298,AGT00370,Travel,21-08-2023,3337,80088,Active,Online,Punjab,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000301,CUST003167,AGT00076,Property,30-09-2025,29583,828324,Cancelled,Online,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000302,CUST001320,AGT00313,Travel,12-03-2026,12456,473328,Active,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000303,CUST000184,AGT00209,Auto,07-12-2025,9510,237750,Matured,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000304,CUST001284,AGT00104,Auto,24-07-2024,23299,396083,Active,Broker,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000305,CUST002847,AGT00049,Health,23-06-2025,34715,1492745,Active,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000306,CUST001691,AGT00188,Auto,12-01-2026,6323,278212,Cancelled,Online,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000307,CUST002234,AGT00152,Property,08-10-2024,10881,554931,Cancelled,Online,Assam,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000308,CUST001433,AGT00261,Travel,21-01-2022,13675,287175,Active,Bancassurance,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000309,CUST003141,AGT00344,Property,25-09-2024,24077,746387,Matured,Online,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000310,CUST002886,AGT00309,Health,02-12-2025,56581,1923754,Active,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000311,CUST001797,AGT00107,Auto,02-04-2023,10655,266375,Matured,Broker,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000312,CUST000627,AGT00336,Auto,07-01-2026,11431,662998,Active,Bancassurance,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000313,CUST002907,AGT00318,Health,10-10-2024,37422,1459458,Active,Agent,Tripura,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000314,CUST002056,AGT00354,Life,22-09-2022,11244,427272,Active,Bancassurance,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000315,CUST000783,AGT00176,Health,03-07-2022,18803,300848,Active,Online,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000316,CUST001508,AGT00295,Travel,15-08-2022,10109,414469,Active,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000317,CUST001785,AGT00222,Property,21-04-2026,30761,1015113,Active,Agent,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000318,CUST000775,AGT00118,Auto,23-06-2025,5162,221966,Active,Online,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000319,CUST001760,AGT00378,Auto,01-01-2025,9486,483786,Active,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000320,CUST001864,AGT00010,Life,19-03-2025,15855,396375,Active,Agent,Kerala,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000321,CUST001007,AGT00063,Auto,17-03-2026,18948,625284,Cancelled,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000322,CUST000677,AGT00340,Property,28-12-2024,26970,1132740,Active,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000323,CUST003155,AGT00020,Health,26-08-2024,20749,1099697,Cancelled,Agent,Goa,15,TRUE,FALSE,TRUE,FALSE,None
POL000324,CUST001831,AGT00338,Auto,15-03-2024,3415,119525,Matured,Online,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000325,CUST000211,AGT00269,Health,07-06-2025,22332,893280,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000326,CUST001337,AGT00010,Health,24-12-2023,34534,1243224,Matured,Bancassurance,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000327,CUST001628,AGT00161,Property,31-12-2024,37716,754320,Active,Agent,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000328,CUST001361,AGT00288,Auto,28-09-2024,19533,488325,Active,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000329,CUST000490,AGT00220,Property,24-05-2024,7240,202720,Active,Agent,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000330,CUST001427,AGT00358,Life,20-06-2026,66933,3346650,Active,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000331,CUST002687,AGT00331,Life,21-11-2025,79101,4271454,Cancelled,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000332,CUST000191,AGT00127,Auto,25-03-2022,12888,708840,Cancelled,Online,Goa,15,TRUE,FALSE,TRUE,FALSE,None
POL000333,CUST002719,AGT00029,Life,10-01-2024,45256,724096,Active,Broker,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000334,CUST000843,AGT00362,Health,15-08-2025,59030,3364710,Lapsed,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000335,CUST000335,AGT00195,Health,09-08-2025,12506,425204,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000336,CUST001643,AGT00026,Property,11-08-2022,25983,935388,Active,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000337,CUST001111,AGT00311,Health,03-03-2024,12591,667323,Active,Broker,Nagaland,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000338,CUST000579,AGT00331,Property,03-01-2024,31618,569124,Matured,Broker,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000339,CUST000062,AGT00241,Auto,24-05-2025,16264,699352,Cancelled,Agent,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000340,CUST000387,AGT00170,Property,08-06-2025,26680,1013840,Active,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000341,CUST001170,AGT00250,Auto,09-02-2023,20907,313605,Active,Bancassurance,Arunachal Pradesh,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000342,CUST002201,AGT00265,Property,07-04-2025,29420,1117960,Active,Agent,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000343,CUST000619,AGT00340,Travel,25-11-2022,11482,505208,Active,Online,Andhra Pradesh,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000344,CUST001684,AGT00367,Auto,02-03-2023,9144,237744,Lapsed,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000345,CUST002746,AGT00194,Health,27-04-2026,7196,237468,Active,Online,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000346,CUST001878,AGT00305,Life,09-02-2024,63820,3254820,Active,Bancassurance,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000347,CUST002226,AGT00369,Auto,04-05-2025,23055,1244970,Matured,Bancassurance,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000348,CUST002895,AGT00057,Health,31-08-2023,54262,3092934,Cancelled,Broker,Madhya Pradesh,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000349,CUST000487,AGT00005,Health,10-06-2023,53784,968112,Active,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000350,CUST001278,AGT00331,Property,17-09-2023,11198,324742,Active,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000351,CUST002548,AGT00077,Property,18-03-2022,5620,191080,Active,Agent,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000352,CUST000541,AGT00011,Life,24-07-2025,19845,1151010,Active,Bancassurance,Goa,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000353,CUST001536,AGT00062,Life,08-07-2024,97833,3326322,Active,Online,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000354,CUST002061,AGT00146,Life,03-08-2024,101039,3536365,Active,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000355,CUST000151,AGT00086,Health,11-04-2023,45409,1089816,Cancelled,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000356,CUST001074,AGT00118,Health,11-01-2026,10004,440176,Matured,Online,Haryana,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000357,CUST001239,AGT00371,Health,05-09-2025,14963,568594,Active,Bancassurance,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000358,CUST000991,AGT00264,Travel,29-03-2025,8521,460134,Active,Online,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000359,CUST002692,AGT00268,Life,07-05-2023,84407,4557978,Lapsed,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000360,CUST000372,AGT00034,Health,09-11-2022,12077,628004,Matured,Agent,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000361,CUST001137,AGT00277,Property,13-07-2026,28419,483123,Cancelled,Agent,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000362,CUST002300,AGT00281,Health,30-03-2025,17526,753618,Active,Bancassurance,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000363,CUST002101,AGT00250,Life,04-11-2022,11217,246774,Active,Bancassurance,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000364,CUST001154,AGT00088,Health,15-03-2025,22046,947978,Cancelled,Bancassurance,Bihar,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000365,CUST000193,AGT00158,Auto,20-11-2025,16892,405408,Lapsed,Online,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000366,CUST002639,AGT00324,Life,22-11-2023,30357,576783,Active,Online,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000367,CUST001081,AGT00252,Life,30-03-2022,50354,1258850,Active,Online,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000368,CUST002145,AGT00278,Health,05-01-2024,30757,553626,Lapsed,Online,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000369,CUST000198,AGT00222,Health,17-02-2024,57170,2801330,Active,Online,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000370,CUST002195,AGT00171,Life,21-01-2024,24263,1310202,Cancelled,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000371,CUST001599,AGT00290,Property,24-08-2025,27505,715130,Cancelled,Online,Uttarakhand,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000372,CUST001601,AGT00023,Property,19-04-2026,36771,1286985,Lapsed,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
