claim_id,policy_id,customer_id,agent_id,claim_type,incident_date,claim_date,days_policy_to_incident,claim_amount,approved_amount,claim_status,num_claims_filed_by_customer,police_report_filed,witness_count,documents_altered_flag,fraud_flag,fraud_type
CLM000166,POL000956,CUST000855,AGT00285,Vehicle Damage/Accident,26-09-2024,19-10-2024,254,281054,205084,Approved,3,TRUE,1,FALSE,FALSE,None
CLM000167,POL000429,CUST000503,AGT00343,Vehicle Damage/Accident,26-10-2025,19-11-2025,437,348645,336056,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000168,POL000293,CUST000954,AGT00195,Fire/Theft/Damage,13-04-2026,23-04-2026,104,736022,107523,Under Investigation,2,FALSE,1,FALSE,TRUE,Staged Accident
CLM000169,POL000377,CUST001244,AGT00108,Death Claim,07-09-2026,13-09-2026,50,6410546,5251391,Approved,5,FALSE,3,FALSE,FALSE,None
CLM000170,POL000535,CUST001111,AGT00012,Death Claim,06-06-2024,23-06-2024,91,528525,424745,Approved,4,FALSE,3,FALSE,FALSE,None
CLM000171,POL000084,CUST000386,AGT00191,Trip Cancellation/Medical,14-12-2022,22-12-2022,51,197356,43476,Partially Approved,2,TRUE,0,FALSE,TRUE,Staged Accident
CLM000172,POL000767,CUST003168,AGT00100,Vehicle Damage/Accident,30-05-2023,01-06-2023,0,855623,752415,Approved,4,TRUE,1,FALSE,FALSE,None
CLM000173,POL000373,CUST002771,AGT00253,Hospitalization,14-07-2023,26-07-2023,189,848249,297999,Partially Approved,4,FALSE,3,TRUE,TRUE,Fake Supporting Documents
CLM000174,POL000024,CUST001669,AGT00149,Hospitalization,04-08-2022,07-08-2022,7,110552,103349,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000175,POL000987,CUST001947,AGT00105,Hospitalization,03-02-2025,27-02-2025,42,643510,535331,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000176,POL000909,CUST001672,AGT00070,Death Claim,24-10-2024,13-11-2024,230,1510226,201507,Rejected,3,FALSE,1,FALSE,TRUE,Multiple/Duplicate Claims
CLM000177,POL000325,CUST000211,AGT00269,Hospitalization,21-12-2025,11-01-2026,197,54374,44823,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000178,POL000848,CUST001924,AGT00368,Fire/Theft/Damage,06-12-2024,31-12-2024,13,560724,479362,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000179,POL000316,CUST001508,AGT00295,Trip Cancellation/Medical,25-02-2023,24-03-2023,194,27212,19610,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000180,POL000550,CUST002439,AGT00162,Hospitalization,02-05-2025,25-05-2025,480,528343,393795,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000181,POL000944,CUST001996,AGT00293,Vehicle Damage/Accident,06-02-2024,03-03-2024,13,199360,198975,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000182,POL000221,CUST002080,AGT00145,Vehicle Damage/Accident,17-07-2024,14-08-2024,96,337372,324335,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000183,POL000922,CUST000046,AGT00044,Vehicle Damage/Accident,23-12-2025,30-12-2025,235,315779,233675,Approved,3,TRUE,1,FALSE,FALSE,None
CLM000184,POL000214,CUST001124,AGT00319,Hospitalization,27-10-2026,28-10-2026,198,1161254,1015043,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000185,POL000472,CUST003140,AGT00183,Death Claim,29-09-2024,16-10-2024,46,1528424,403847,Under Investigation,1,FALSE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000186,POL000845,CUST002945,AGT00213,Vehicle Damage/Accident,19-02-2024,27-02-2024,32,144821,124998,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000187,POL000491,CUST001313,AGT00043,Fire/Theft/Damage,18-04-2025,28-04-2025,276,149321,125602,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000188,POL000085,CUST001327,AGT00234,Vehicle Damage/Accident,06-09-2026,23-09-2026,563,97327,26646,Rejected,1,TRUE,0,FALSE,TRUE,Exaggerated Claim Amount
CLM000189,POL000385,CUST002011,AGT00369,Vehicle Damage/Accident,18-10-2022,03-11-2022,262,18508,3985,Rejected,2,FALSE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000190,POL000004,CUST003194,AGT00141,Hospitalization,31-05-2026,10-06-2026,594,94235,69513,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000191,POL000707,CUST003115,AGT00122,Death Claim,04-03-2024,19-03-2024,167,3132899,840027,Rejected,3,FALSE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000192,POL000114,CUST003152,AGT00283,Trip Cancellation/Medical,30-08-2027,15-09-2027,476,157727,153341,Partially Approved,2,FALSE,2,FALSE,FALSE,None
CLM000193,POL000215,CUST001469,AGT00046,Vehicle Damage/Accident,08-12-2024,26-12-2024,211,600652,18886,Partially Approved,1,FALSE,1,FALSE,TRUE,Multiple/Duplicate Claims
CLM000194,POL000336,CUST001643,AGT00026,Fire/Theft/Damage,16-10-2023,20-10-2023,431,199210,59565,Rejected,2,FALSE,1,TRUE,TRUE,Fake Supporting Documents
CLM000195,POL000877,CUST002474,AGT00118,Vehicle Damage/Accident,21-07-2026,15-08-2026,31,267188,266041,Approved,5,TRUE,0,FALSE,FALSE,None
CLM000196,POL000653,CUST002722,AGT00167,Hospitalization,18-01-2026,25-01-2026,304,629091,443241,Approved,4,FALSE,0,FALSE,FALSE,None
CLM000197,POL000167,CUST002858,AGT00123,Vehicle Damage/Accident,07-06-2022,06-07-2022,39,105289,96743,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000198,POL000287,CUST001006,AGT00201,Trip Cancellation/Medical,01-10-2024,30-10-2024,5,337175,263631,Partially Approved,4,FALSE,1,FALSE,FALSE,None
CLM000199,POL000920,CUST002097,AGT00023,Trip Cancellation/Medical,26-11-2025,08-12-2025,131,216783,79786,Rejected,1,TRUE,3,FALSE,TRUE,Staged Accident
CLM000200,POL000495,CUST001977,AGT00278,Hospitalization,22-07-2026,14-08-2026,68,1153657,1089190,Approved,4,FALSE,1,FALSE,FALSE,None
CLM000201,POL000384,CUST001772,AGT00263,Vehicle Damage/Accident,10-08-2024,22-08-2024,8,152159,18376,Under Investigation,3,TRUE,3,FALSE,TRUE,Early Claim Fraud
CLM000202,POL000847,CUST002160,AGT00320,Death Claim,11-10-2024,06-11-2024,706,719518,605818,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000203,POL000517,CUST002746,AGT00073,Death Claim,02-01-2027,25-01-2027,197,1020509,795514,Approved,5,FALSE,0,FALSE,FALSE,None
CLM000204,POL000127,CUST002669,AGT00322,Vehicle Damage/Accident,12-04-2027,03-05-2027,417,23361,18376,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000205,POL000433,CUST002500,AGT00303,Vehicle Damage/Accident,02-01-2027,03-01-2027,1258,228276,226986,Partially Approved,2,FALSE,3,FALSE,FALSE,None
CLM000206,POL000086,CUST001806,AGT00001,Death Claim,22-02-2024,14-03-2024,89,2335465,2257590,Approved,4,FALSE,1,FALSE,FALSE,None
CLM000207,POL000598,CUST000915,AGT00309,Trip Cancellation/Medical,05-01-2024,29-01-2024,52,30753,8756,Rejected,4,FALSE,3,FALSE,TRUE,Staged Accident
CLM000208,POL000907,CUST000241,AGT00048,Hospitalization,16-06-2022,14-07-2022,36,175128,137065,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000209,POL000536,CUST000838,AGT00061,Death Claim,27-11-2024,09-12-2024,130,2019389,1479393,Partially Approved,1,TRUE,2,FALSE,FALSE,None
CLM000210,POL000045,CUST000122,AGT00151,Vehicle Damage/Accident,14-02-2026,09-03-2026,167,87962,23510,Partially Approved,3,TRUE,3,FALSE,TRUE,Staged Accident
CLM000211,POL000970,CUST002085,AGT00145,Vehicle Damage/Accident,18-01-2024,25-01-2024,115,449680,437162,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000212,POL000623,CUST001222,AGT00254,Vehicle Damage/Accident,03-02-2024,18-02-2024,88,43402,37570,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000213,POL000290,CUST001956,AGT00105,Hospitalization,24-07-2026,26-07-2026,33,1721058,223405,Partially Approved,3,FALSE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000214,POL000907,CUST000241,AGT00048,Hospitalization,23-08-2022,24-08-2022,104,249957,231056,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000215,POL000697,CUST001598,AGT00313,Vehicle Damage/Accident,19-03-2023,23-03-2023,16,341652,260046,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000216,POL000235,CUST002647,AGT00144,Death Claim,19-03-2027,27-03-2027,360,190013,37899,Partially Approved,5,FALSE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000217,POL000157,CUST002796,AGT00007,Hospitalization,27-09-2024,14-10-2024,8,915295,109118,Rejected,1,TRUE,1,FALSE,TRUE,Early Claim Fraud
CLM000218,POL000406,CUST001919,AGT00302,Vehicle Damage/Accident,31-10-2023,29-11-2023,86,28517,20752,Approved,5,FALSE,1,FALSE,FALSE,None
CLM000219,POL000673,CUST000712,AGT00342,Hospitalization,26-08-2023,13-09-2023,18,33655,27567,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000220,POL000505,CUST001740,AGT00195,Vehicle Damage/Accident,01-02-2024,24-02-2024,268,23868,21015,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000221,POL000712,CUST001478,AGT00010,Fire/Theft/Damage,22-07-2022,27-07-2022,67,73993,59627,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000222,POL000122,CUST002570,AGT00011,Vehicle Damage/Accident,28-01-2026,03-02-2026,21,139326,14130,Rejected,2,FALSE,0,FALSE,TRUE,Early Claim Fraud
CLM000223,POL000945,CUST000095,AGT00367,Hospitalization,05-10-2026,17-10-2026,136,866288,68712,Rejected,3,FALSE,1,TRUE,TRUE,Fake Supporting Documents
CLM000224,POL000224,CUST001282,AGT00110,Vehicle Damage/Accident,18-01-2025,11-02-2025,446,304986,284115,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000225,POL001000,CUST000631,AGT00214,Hospitalization,09-09-2027,07-10-2027,430,980451,875344,Partially Approved,1,TRUE,3,FALSE,FALSE,None
CLM000226,POL000877,CUST002474,AGT00118,Vehicle Damage/Accident,10-08-2026,26-08-2026,51,45802,39098,Partially Approved,5,TRUE,0,FALSE,FALSE,None
CLM000227,POL000023,CUST002356,AGT00290,Hospitalization,05-10-2024,14-10-2024,228,37432,29059,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000228,POL000197,CUST001538,AGT00024,Death Claim,25-10-2022,09-11-2022,5,233439,195267,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000229,POL000479,CUST002255,AGT00151,Hospitalization,29-01-2026,06-02-2026,25,1968409,269401,Partially Approved,7,FALSE,0,FALSE,TRUE,Early Claim Fraud
CLM000230,POL000285,CUST003194,AGT00077,Vehicle Damage/Accident,15-06-2022,27-06-2022,124,117077,114759,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000231,POL000518,CUST002638,AGT00102,Fire/Theft/Damage,20-09-2022,04-10-2022,46,147100,143009,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000232,POL000308,CUST001433,AGT00261,Trip Cancellation/Medical,05-11-2022,22-11-2022,288,141257,105483,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000233,POL000345,CUST002746,AGT00194,Hospitalization,21-08-2027,04-09-2027,481,208671,197566,Approved,5,TRUE,2,FALSE,FALSE,None
CLM000234,POL000601,CUST002532,AGT00251,Death Claim,27-10-2025,23-11-2025,0,1689399,1538830,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000235,POL000991,CUST002307,AGT00001,Vehicle Damage/Accident,25-06-2022,15-07-2022,47,328083,325643,Approved,3,TRUE,2,FALSE,FALSE,None
CLM000236,POL000890,CUST000623,AGT00176,Trip Cancellation/Medical,03-06-2026,08-06-2026,104,150025,125869,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000237,POL000398,CUST002383,AGT00347,Hospitalization,27-06-2024,10-07-2024,149,2487672,2280330,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000238,POL000785,CUST002859,AGT00271,Hospitalization,27-11-2025,22-12-2025,445,485782,125467,Partially Approved,2,TRUE,2,FALSE,TRUE,Multiple/Duplicate Claims
CLM000239,POL000464,CUST000814,AGT00243,Death Claim,20-08-2024,26-08-2024,400,5014144,3614296,Approved,4,TRUE,2,FALSE,FALSE,None
CLM000240,POL000796,CUST000032,AGT00066,Hospitalization,01-04-2026,15-04-2026,182,257907,184153,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000241,POL000777,CUST002612,AGT00069,Hospitalization,22-09-2026,28-09-2026,53,81581,60095,Partially Approved,2,TRUE,3,FALSE,FALSE,None
CLM000242,POL000115,CUST001330,AGT00130,Fire/Theft/Damage,21-04-2024,24-04-2024,275,397445,313527,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000243,POL000636,CUST000286,AGT00083,Trip Cancellation/Medical,21-09-2022,07-10-2022,40,15567,12106,Partially Approved,2,FALSE,0,FALSE,FALSE,None
CLM000244,POL000450,CUST002007,AGT00093,Vehicle Damage/Accident,20-03-2025,01-04-2025,604,304155,279365,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000245,POL000772,CUST001594,AGT00325,Hospitalization,01-04-2026,15-04-2026,1,248787,227584,Partially Approved,3,FALSE,2,FALSE,FALSE,None
CLM000246,POL000404,CUST001797,AGT00335,Hospitalization,12-12-2023,14-12-2023,151,436429,432683,Approved,10,FALSE,0,FALSE,FALSE,None
CLM000247,POL000681,CUST002651,AGT00111,Vehicle Damage/Accident,16-04-2024,04-05-2024,16,494620,182199,Under Investigation,4,TRUE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000248,POL000548,CUST001523,AGT00142,Trip Cancellation/Medical,21-01-2024,28-01-2024,94,4840,4750,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000249,POL000229,CUST003178,AGT00292,Vehicle Damage/Accident,04-07-2023,09-07-2023,181,525667,464613,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000250,POL000646,CUST001919,AGT00023,Vehicle Damage/Accident,26-06-2024,08-07-2024,210,231991,196865,Approved,5,TRUE,3,FALSE,FALSE,None
CLM000251,POL000244,CUST000911,AGT00027,Vehicle Damage/Accident,26-12-2025,21-01-2026,277,549816,495028,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000252,POL000065,CUST001775,AGT00273,Hospitalization,14-10-2025,31-10-2025,161,290005,264144,Partially Approved,1,FALSE,0,FALSE,FALSE,None
CLM000253,POL000237,CUST000689,AGT00340,Vehicle Damage/Accident,18-07-2026,30-07-2026,52,426009,320179,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000254,POL000946,CUST000493,AGT00326,Vehicle Damage/Accident,16-03-2026,06-04-2026,396,277674,256991,Approved,5,TRUE,1,FALSE,FALSE,None
CLM000255,POL000960,CUST000552,AGT00172,Vehicle Damage/Accident,18-03-2023,29-03-2023,299,39379,36132,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000256,POL000003,CUST001130,AGT00256,Hospitalization,16-03-2026,17-03-2026,31,1460985,1459903,Approved,6,TRUE,3,FALSE,FALSE,None
CLM000257,POL000500,CUST001888,AGT00280,Fire/Theft/Damage,30-05-2025,08-06-2025,315,11536,11231,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000258,POL000037,CUST003016,AGT00122,Trip Cancellation/Medical,22-10-2027,30-10-2027,647,123158,111507,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000259,POL000621,CUST000904,AGT00277,Death Claim,02-11-2024,16-11-2024,182,312159,285222,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000260,POL000250,CUST001248,AGT00155,Death Claim,05-04-2024,09-04-2024,59,157500,154947,Partially Approved,3,FALSE,1,FALSE,FALSE,None
CLM000261,POL000003,CUST001130,AGT00256,Hospitalization,30-07-2026,10-08-2026,167,423810,419636,Approved,6,FALSE,1,FALSE,FALSE,None
CLM000262,POL000235,CUST002647,AGT00144,Death Claim,07-06-2026,24-06-2026,75,32547,30857,Approved,5,FALSE,0,FALSE,FALSE,None
CLM000263,POL000417,CUST002631,AGT00164,Hospitalization,05-02-2026,04-03-2026,202,1463232,1361124,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000264,POL000955,CUST002179,AGT00005,Vehicle Damage/Accident,26-06-2026,04-07-2026,141,683244,501097,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000265,POL000251,CUST000153,AGT00068,Vehicle Damage/Accident,04-01-2026,25-01-2026,477,99411,94350,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000266,POL000143,CUST000531,AGT00073,Trip Cancellation/Medical,10-01-2025,11-01-2025,173,443872,344426,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000267,POL000760,CUST000207,AGT00313,Vehicle Damage/Accident,14-02-2024,03-03-2024,43,99313,86316,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000268,POL000056,CUST001806,AGT00156,Trip Cancellation/Medical,02-02-2027,07-02-2027,232,207508,170491,Approved,4,FALSE,1,FALSE,FALSE,None
CLM000269,POL000061,CUST002546,AGT00254,Vehicle Damage/Accident,10-02-2023,11-03-2023,64,153440,123316,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000270,POL000068,CUST001551,AGT00306,Hospitalization,17-12-2024,11-01-2025,57,125287,99361,Partially Approved,2,TRUE,1,FALSE,FALSE,None
CLM000271,POL000079,CUST000916,AGT00337,Death Claim,24-07-2026,19-08-2026,89,1979324,1893477,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000272,POL000327,CUST001628,AGT00161,Fire/Theft/Damage,02-01-2025,10-01-2025,2,444763,413959,Approved,6,TRUE,1,FALSE,FALSE,None
CLM000273,POL000367,CUST001081,AGT00252,Death Claim,16-12-2023,12-01-2024,626,1109896,951219,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000274,POL000708,CUST000629,AGT00088,Trip Cancellation/Medical,03-09-2023,29-09-2023,136,124604,112061,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000275,POL000958,CUST000381,AGT00102,Vehicle Damage/Accident,21-10-2023,29-10-2023,267,332897,331351,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000276,POL000707,CUST003115,AGT00122,Death Claim,11-11-2023,10-12-2023,53,1891713,1549805,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000277,POL000535,CUST001111,AGT00012,Death Claim,09-11-2024,18-11-2024,247,1171104,1013391,Approved,4,FALSE,3,FALSE,FALSE,None
CLM000278,POL000526,CUST000006,AGT00256,Death Claim,02-11-2025,20-11-2025,150,3379352,2906435,Partially Approved,1,FALSE,0,FALSE,FALSE,None
CLM000279,POL000390,CUST000105,AGT00311,Fire/Theft/Damage,15-05-2024,22-05-2024,99,234285,85236,Under Investigation,1,TRUE,2,FALSE,TRUE,Multiple/Duplicate Claims
CLM000280,POL000289,CUST002356,AGT00146,Vehicle Damage/Accident,15-07-2025,25-07-2025,635,204607,164804,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000281,POL000521,CUST001355,AGT00068,Hospitalization,24-03-2024,14-04-2024,122,1190852,1185941,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000282,POL000652,CUST001362,AGT00250,Hospitalization,19-02-2025,07-03-2025,192,143863,113854,Approved,8,FALSE,1,FALSE,FALSE,None
CLM000283,POL000754,CUST000247,AGT00309,Vehicle Damage/Accident,06-02-2025,09-02-2025,2,51768,37928,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000284,POL000253,CUST000092,AGT00217,Death Claim,23-06-2025,03-07-2025,64,778458,589613,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000285,POL000739,CUST003108,AGT00308,Vehicle Damage/Accident,07-05-2024,15-05-2024,395,308631,255505,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000286,POL000885,CUST000444,AGT00005,Vehicle Damage/Accident,01-03-2027,19-03-2027,256,673388,602632,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000287,POL000095,CUST002821,AGT00151,Hospitalization,06-03-2023,10-03-2023,138,1096071,937192,Partially Approved,1,FALSE,0,FALSE,FALSE,None
CLM000288,POL000691,CUST000869,AGT00133,Vehicle Damage/Accident,05-06-2023,04-07-2023,414,31067,25253,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000289,POL000003,CUST001130,AGT00256,Hospitalization,12-06-2026,24-06-2026,119,870612,756222,Approved,6,FALSE,1,FALSE,FALSE,None
CLM000290,POL000696,CUST003139,AGT00115,Hospitalization,04-10-2025,25-10-2025,150,146700,139605,Approved,4,TRUE,0,FALSE,FALSE,None
CLM000291,POL000046,CUST002697,AGT00317,Fire/Theft/Damage,16-04-2022,21-04-2022,86,373496,355448,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000292,POL000804,CUST002026,AGT00326,Vehicle Damage/Accident,19-11-2025,23-11-2025,174,35203,32311,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000293,POL000653,CUST002722,AGT00167,Hospitalization,28-05-2025,16-06-2025,69,535106,527472,Approved,4,FALSE,3,FALSE,FALSE,None
CLM000294,POL000525,CUST001030,AGT00060,Hospitalization,14-09-2024,03-10-2024,87,385620,338212,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000295,POL000698,CUST002181,AGT00059,Vehicle Damage/Accident,13-10-2027,18-10-2027,610,161308,113286,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000296,POL000482,CUST000387,AGT00277,Trip Cancellation/Medical,29-12-2023,13-01-2024,21,173386,136503,Approved,6,FALSE,3,FALSE,FALSE,None
CLM000297,POL000597,CUST000239,AGT00254,Trip Cancellation/Medical,21-02-2023,05-03-2023,20,231046,184482,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000298,POL000418,CUST002513,AGT00160,Death Claim,11-11-2025,07-12-2025,7,1272556,1099740,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000299,POL000043,CUST000307,AGT00243,Vehicle Damage/Accident,24-06-2025,07-07-2025,69,157719,153218,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000300,POL000896,CUST002031,AGT00369,Vehicle Damage/Accident,22-07-2023,28-07-2023,91,43378,368,Rejected,1,FALSE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000301,POL000668,CUST000306,AGT00125,Hospitalization,01-06-2026,30-06-2026,17,485073,373337,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000302,POL000696,CUST003139,AGT00115,Hospitalization,27-09-2025,14-10-2025,143,169804,145321,Approved,4,FALSE,1,FALSE,FALSE,None
CLM000303,POL000559,CUST002255,AGT00151,Vehicle Damage/Accident,30-01-2026,26-02-2026,157,205633,184605,Approved,7,TRUE,3,FALSE,FALSE,None
CLM000304,POL000931,CUST000790,AGT00149,Death Claim,11-05-2023,31-05-2023,250,590276,588064,Partially Approved,3,FALSE,1,FALSE,FALSE,None
CLM000305,POL000206,CUST002418,AGT00109,Vehicle Damage/Accident,03-10-2025,13-10-2025,671,181288,128604,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000306,POL000722,CUST001025,AGT00367,Vehicle Damage/Accident,23-03-2026,06-04-2026,173,180930,151829,Approved,3,FALSE,0,FALSE,FALSE,None
CLM000307,POL000275,CUST002743,AGT00206,Death Claim,10-03-2022,25-03-2022,21,935270,189202,Partially Approved,1,TRUE,2,FALSE,TRUE,Early Claim Fraud
CLM000308,POL000595,CUST000893,AGT00125,Hospitalization,15-09-2024,25-09-2024,16,136394,21335,Partially Approved,1,FALSE,1,FALSE,TRUE,Early Claim Fraud
CLM000309,POL000097,CUST000864,AGT00191,Vehicle Damage/Accident,27-03-2025,02-04-2025,270,143783,114913,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000310,POL000179,CUST002165,AGT00263,Hospitalization,12-02-2023,13-03-2023,189,294566,206197,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000311,POL000867,CUST001715,AGT00234,Death Claim,21-12-2023,06-01-2024,31,1799234,1576165,Approved,6,FALSE,0,FALSE,FALSE,None
CLM000312,POL000148,CUST002189,AGT00139,Trip Cancellation/Medical,16-11-2024,18-11-2024,52,37749,36242,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000313,POL000797,CUST000868,AGT00177,Hospitalization,02-01-2024,12-01-2024,249,285973,228003,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000314,POL000384,CUST001772,AGT00263,Vehicle Damage/Accident,30-12-2024,04-01-2025,150,124071,121624,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000315,POL000072,CUST001153,AGT00187,Fire/Theft/Damage,02-09-2022,29-09-2022,158,119775,7995,Partially Approved,1,TRUE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000316,POL000217,CUST002103,AGT00191,Hospitalization,23-04-2024,02-05-2024,42,1010160,322026,Rejected,1,TRUE,1,FALSE,TRUE,Multiple/Duplicate Claims
CLM000317,POL000721,CUST002206,AGT00060,Vehicle Damage/Accident,30-04-2024,19-05-2024,178,146801,134559,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000318,POL000833,CUST000869,AGT00367,Vehicle Damage/Accident,13-09-2026,02-10-2026,265,87563,17741,Under Investigation,3,FALSE,1,FALSE,TRUE,Multiple/Duplicate Claims
CLM000319,POL000806,CUST000988,AGT00088,Trip Cancellation/Medical,26-03-2026,04-04-2026,389,137005,110379,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000320,POL000433,CUST002500,AGT00303,Vehicle Damage/Accident,20-03-2024,05-04-2024,240,19991,16812,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000321,POL000636,CUST000286,AGT00083,Trip Cancellation/Medical,13-01-2023,11-02-2023,154,35524,9044,Partially Approved,2,FALSE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000322,POL000501,CUST002448,AGT00172,Hospitalization,28-06-2024,17-07-2024,201,78533,57349,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000323,POL000862,CUST001942,AGT00299,Vehicle Damage/Accident,05-01-2023,25-01-2023,119,327236,291058,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000324,POL000668,CUST000306,AGT00125,Hospitalization,30-06-2026,28-07-2026,46,1105732,998701,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000325,POL000033,CUST000483,AGT00179,Hospitalization,01-08-2027,26-08-2027,384,103234,89541,Partially Approved,3,FALSE,1,FALSE,FALSE,None
CLM000326,POL000781,CUST002613,AGT00330,Vehicle Damage/Accident,28-11-2026,02-12-2026,136,155031,152046,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000327,POL000216,CUST001492,AGT00313,Trip Cancellation/Medical,22-06-2025,27-06-2025,162,471841,415501,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000328,POL000940,CUST002559,AGT00188,Hospitalization,19-11-2025,07-12-2025,830,250632,223155,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000329,POL000101,CUST001302,AGT00129,Hospitalization,15-06-2028,23-06-2028,756,408866,359772,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000330,POL000470,CUST001715,AGT00093,Death Claim,28-12-2022,10-01-2023,158,1926210,1765574,Approved,6,FALSE,0,FALSE,FALSE,None
CLM000331,POL000180,CUST000357,AGT00340,Vehicle Damage/Accident,02-08-2022,11-08-2022,6,374539,46176,Under Investigation,2,FALSE,0,FALSE,TRUE,Early Claim Fraud
CLM000332,POL000639,CUST000430,AGT00074,Death Claim,17-01-2024,27-01-2024,90,36115,34969,Approved,1,FALSE,0,FALSE,FALSE,None
