payment_id,policy_id,customer_id,agent_id,payment_date,payment_amount,payment_mode,payment_status,receipt_number,is_duplicate_receipt,premium_remitted_to_insurer,remittance_delay_days,fraud_flag,fraud_type
PAY000234,POL000253,CUST000092,AGT00217,2025-04-15,57257,Cheque,Success,RCPT151866,False,True,0,False,None
PAY000235,POL000630,CUST001048,AGT00192,2025-05-30,52693,UPI,Reversed,RCPT953315,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000236,POL000939,CUST000671,AGT00027,2025-07-15,49621,UPI,Success,RCPT563760,False,True,0,False,None
PAY000237,POL000030,CUST000933,AGT00245,2023-01-20,22040,Cheque,Success,RCPT155237,True,True,0,True,Fake Payment Receipt Submitted
PAY000238,POL000623,CUST001222,AGT00254,2023-11-07,5694,NEFT,Success,RCPT910985,False,True,1,False,None
PAY000239,POL000912,CUST000806,AGT00152,2023-12-30,22275,UPI,Reversed,RCPT323626,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000240,POL000766,CUST002350,AGT00074,2025-11-15,16342,Card,Success,RCPT196441,False,True,1,False,None
PAY000241,POL000711,CUST002094,AGT00088,2023-09-19,24443,Cheque,Success,RCPT235032,False,True,2,False,None
PAY000242,POL000807,CUST001215,AGT00069,2024-04-30,7853,Card,Success,RCPT621272,False,True,0,False,None
PAY000243,POL000342,CUST002201,AGT00265,2025-04-06,27218,Cheque,Success,RCPT809608,False,True,2,False,None
PAY000244,POL000809,CUST002647,AGT00023,2023-04-01,16079,Card,Success,RCPT516975,False,True,0,False,None
PAY000245,POL000287,CUST001006,AGT00201,2024-09-23,8202,Card,Success,RCPT511337,False,True,2,False,None
PAY000246,POL000945,CUST000095,AGT00367,2026-06-09,53959,UPI,Success,RCPT276201,False,True,0,False,None
PAY000247,POL000397,CUST000321,AGT00221,2026-04-23,6513,Cheque,Success,RCPT476291,False,True,2,False,None
PAY000248,POL000509,CUST000021,AGT00167,2026-04-27,27346,UPI,Success,RCPT477940,False,True,2,False,None
PAY000249,POL000937,CUST001497,AGT00098,2022-02-19,12873,Cheque,Success,RCPT446743,False,True,2,False,None
PAY000250,POL000244,CUST000911,AGT00027,2025-03-20,16083,Card,Success,RCPT236832,False,True,0,False,None
PAY000251,POL000221,CUST002080,AGT00145,2024-04-08,20077,UPI,Success,RCPT731695,False,True,2,False,None
PAY000252,POL000156,CUST002992,AGT00190,2022-01-20,11518,UPI,Success,RCPT309689,False,True,0,False,None
PAY000253,POL000383,CUST001492,AGT00269,2024-12-08,53776,Cheque,Success,RCPT478928,False,True,1,False,None
PAY000254,POL000748,CUST002170,AGT00231,2025-08-05,22208,Card,Success,RCPT869449,False,True,2,False,None
PAY000255,POL000320,CUST001864,AGT00010,2025-03-15,15588,Cheque,Success,RCPT395270,False,True,0,False,None
PAY000256,POL000373,CUST002771,AGT00253,2023-01-09,54435,Card,Success,RCPT130961,False,True,0,False,None
PAY000257,POL000531,CUST002778,AGT00125,2022-10-22,4915,Cheque,Success,RCPT335329,False,True,0,False,None
PAY000258,POL000215,CUST001469,AGT00046,2024-05-30,17040,UPI,Success,RCPT527060,False,True,1,False,None
PAY000259,POL000367,CUST001081,AGT00252,2022-04-08,48052,Card,Success,RCPT900520,False,True,0,False,None
PAY000260,POL000114,CUST003152,AGT00283,2026-05-19,9141,Cash,Success,RCPT238308,False,True,1,False,None
PAY000261,POL000200,CUST003154,AGT00215,2026-04-24,46319,Cheque,Success,RCPT990407,False,True,1,False,None
PAY000262,POL000025,CUST001931,AGT00315,2025-12-07,16436,Cheque,Success,RCPT679255,False,True,0,False,None
PAY000263,POL000934,CUST002613,AGT00183,2022-01-31,8244,Card,Success,RCPT711972,False,True,2,False,None
PAY000264,POL000121,CUST003042,AGT00230,2025-11-27,14913,Card,Success,RCPT880343,False,True,1,False,None
PAY000265,POL000742,CUST001101,AGT00001,2025-11-25,122460,Card,Success,RCPT727566,False,True,0,False,None
PAY000266,POL000611,CUST001594,AGT00111,2022-02-16,10046,UPI,Success,RCPT857191,False,False,373,True,Premium Diversion by Agent
PAY000267,POL000858,CUST001530,AGT00244,2023-06-29,6198,Cheque,Success,RCPT937886,False,True,0,False,None
PAY000268,POL000003,CUST001130,AGT00256,2026-02-12,35168,NEFT,Success,RCPT797924,False,True,0,False,None
PAY000269,POL000898,CUST000387,AGT00002,2026-02-24,11586,Cheque,Success,RCPT133843,False,True,1,False,None
PAY000270,POL000773,CUST002471,AGT00183,2025-10-07,41961,Cheque,Reversed,RCPT251504,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000271,POL000445,CUST000987,AGT00270,2024-12-07,9087,UPI,Success,RCPT575464,False,True,1,False,None
PAY000272,POL000254,CUST000331,AGT00138,2025-07-24,51238,UPI,Success,RCPT114433,False,True,0,False,None
PAY000273,POL000020,CUST001446,AGT00208,2024-09-09,78034,Card,Success,RCPT783168,False,False,376,True,Premium Diversion by Agent
PAY000274,POL000204,CUST000660,AGT00171,2023-02-19,6920,UPI,Success,RCPT398389,False,True,2,False,None
PAY000275,POL000806,CUST000988,AGT00088,2025-03-11,3804,UPI,Success,RCPT182922,False,True,1,False,None
PAY000276,POL000976,CUST001321,AGT00199,2022-07-28,123998,UPI,Bounced,RCPT555438,False,True,1,True,Bounced Cheque Used for Coverage
PAY000277,POL000357,CUST001239,AGT00371,2025-09-02,14455,Cash,Success,RCPT321760,False,True,1,False,None
PAY000278,POL000128,CUST001068,AGT00176,2022-08-06,10830,UPI,Success,RCPT591414,False,True,1,False,None
PAY000279,POL000358,CUST000991,AGT00264,2025-04-07,8036,UPI,Success,RCPT745362,False,True,2,False,None
PAY000280,POL000292,CUST002382,AGT00051,2024-03-18,33057,UPI,Success,RCPT114702,False,True,1,False,None
PAY000281,POL000174,CUST003077,AGT00101,2023-12-22,18364,UPI,Success,RCPT725413,False,True,0,False,None
PAY000282,POL000733,CUST000275,AGT00300,2023-05-20,40949,NEFT,Success,RCPT295283,False,True,0,False,None
PAY000283,POL000355,CUST000151,AGT00086,2023-04-21,40978,Card,Success,RCPT668473,False,True,1,False,None
PAY000284,POL000881,CUST000591,AGT00339,2024-04-10,4520,Cash,Success,RCPT192393,False,True,0,False,None
PAY000285,POL000037,CUST003016,AGT00122,2026-01-19,4530,Card,Success,RCPT276779,False,True,1,False,None
PAY000286,POL000310,CUST002886,AGT00309,2025-12-13,55294,Cash,Success,RCPT577516,False,False,188,True,Premium Diversion by Agent
PAY000287,POL000661,CUST000176,AGT00016,2022-03-18,26933,Cheque,Success,RCPT698510,False,True,0,False,None
PAY000288,POL000917,CUST002780,AGT00324,2023-05-06,3733,Card,Success,RCPT224018,False,True,1,False,None
PAY000289,POL000604,CUST001882,AGT00260,2023-11-16,31133,Cheque,Success,RCPT888848,False,True,1,False,None
PAY000290,POL000582,CUST000442,AGT00344,2025-07-30,28296,UPI,Success,RCPT453409,False,True,2,False,None
PAY000291,POL000084,CUST000386,AGT00191,2022-11-10,11093,UPI,Success,RCPT560894,False,True,1,False,None
PAY000292,POL000510,CUST002923,AGT00144,2025-10-12,133087,Card,Success,RCPT578524,False,True,2,False,None
PAY000293,POL000444,CUST001869,AGT00263,2024-11-02,35632,NEFT,Success,RCPT885290,False,True,1,False,None
PAY000294,POL000420,CUST001766,AGT00138,2026-07-27,26856,Cash,Success,RCPT617220,False,True,0,False,None
PAY000295,POL000205,CUST002225,AGT00220,2025-02-14,56294,UPI,Success,RCPT220003,False,True,2,False,None
PAY000296,POL000488,CUST001360,AGT00338,2023-06-26,62972,UPI,Reversed,RCPT863898,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000297,POL000779,CUST002931,AGT00371,2026-04-13,14452,Cheque,Success,RCPT624495,False,True,1,False,None
PAY000298,POL000088,CUST001213,AGT00138,2023-02-19,26546,Cheque,Success,RCPT438526,False,True,1,False,None
PAY000299,POL000252,CUST001236,AGT00043,2025-04-16,36362,Cheque,Success,RCPT731256,False,True,1,False,None
PAY000300,POL000723,CUST000217,AGT00299,2023-04-28,41376,UPI,Bounced,RCPT806150,False,True,1,True,Bounced Cheque Used for Coverage
PAY000301,POL000855,CUST001954,AGT00244,2024-12-25,7059,UPI,Success,RCPT383655,False,True,2,False,None
PAY000302,POL000031,CUST002763,AGT00138,2024-02-16,16213,Cheque,Bounced,RCPT803374,False,True,2,True,Bounced Cheque Used for Coverage
PAY000303,POL000869,CUST002331,AGT00082,2023-02-10,56837,Card,Success,RCPT989092,False,True,1,False,None
PAY000304,POL000421,CUST000125,AGT00234,2024-10-16,27989,Cash,Success,RCPT354409,False,True,0,False,None
PAY000305,POL000828,CUST002882,AGT00143,2025-10-09,12471,Card,Success,RCPT761384,False,True,2,False,None
PAY000306,POL000061,CUST002546,AGT00254,2022-12-23,4438,NEFT,Success,RCPT785752,False,True,0,False,None
PAY000307,POL000579,CUST003123,AGT00029,2026-04-10,26749,Cheque,Success,RCPT205909,False,True,1,False,None
PAY000308,POL000226,CUST001926,AGT00144,2022-11-01,3050,NEFT,Success,RCPT537747,False,True,2,False,None
PAY000309,POL000925,CUST000082,AGT00350,2022-03-16,40496,UPI,Success,RCPT909191,False,True,2,False,None
PAY000310,POL000963,CUST001144,AGT00336,2023-08-11,21240,NEFT,Success,RCPT454404,False,True,2,False,None
PAY000311,POL000335,CUST000335,AGT00195,2025-08-11,11865,Cheque,Success,RCPT161586,False,True,0,False,None
PAY000312,POL000839,CUST000059,AGT00281,2026-05-12,18613,Cheque,Success,RCPT338074,False,True,1,False,None
PAY000313,POL000579,CUST003123,AGT00029,2026-03-30,26095,Cash,Success,RCPT504013,False,True,1,False,None
PAY000314,POL000640,CUST001605,AGT00008,2022-05-08,7260,UPI,Success,RCPT352007,True,True,2,True,Fake Payment Receipt Submitted
PAY000315,POL000111,CUST000499,AGT00136,2024-03-26,11742,UPI,Success,RCPT159727,False,True,2,False,None
PAY000316,POL000491,CUST001313,AGT00043,2024-07-30,25833,Cheque,Reversed,RCPT714845,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000317,POL000272,CUST000698,AGT00043,2025-01-02,39589,UPI,Reversed,RCPT987517,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000318,POL000813,CUST000869,AGT00198,2024-03-29,6424,Cheque,Success,RCPT329819,False,True,2,False,None
PAY000319,POL000034,CUST001247,AGT00209,2023-03-14,16709,Cash,Success,RCPT804629,False,True,0,False,None
PAY000320,POL000212,CUST002275,AGT00259,2025-11-22,9735,Card,Success,RCPT928932,False,True,0,False,None
PAY000321,POL000300,CUST002298,AGT00370,2023-08-27,3076,Cash,Success,RCPT883264,False,True,1,False,None
PAY000322,POL000373,CUST002771,AGT00253,2023-01-19,54403,Cheque,Success,RCPT209266,False,True,1,False,None
PAY000323,POL000125,CUST000899,AGT00211,2023-03-12,10958,Card,Success,RCPT329942,False,True,0,False,None
PAY000324,POL000103,CUST002360,AGT00216,2024-12-04,2974,UPI,Success,RCPT906418,False,True,0,False,None
PAY000325,POL000993,CUST000085,AGT00269,2024-07-29,75112,UPI,Success,RCPT249392,False,True,1,False,None
PAY000326,POL000718,CUST001745,AGT00298,2022-01-26,12610,Card,Success,RCPT402838,False,True,2,False,None
PAY000327,POL000120,CUST001868,AGT00116,2026-05-14,16124,UPI,Success,RCPT797972,False,True,0,False,None
PAY000328,POL000682,CUST000177,AGT00326,2022-06-21,10628,Card,Success,RCPT546939,False,True,2,False,None
PAY000329,POL000547,CUST001196,AGT00333,2025-02-28,39328,Cheque,Success,RCPT474244,False,True,0,False,None
PAY000330,POL000894,CUST001618,AGT00346,2024-05-23,22608,UPI,Success,RCPT574773,False,True,1,False,None
PAY000331,POL000331,CUST002687,AGT00331,2025-12-08,75639,UPI,Success,RCPT808902,False,True,2,False,None
PAY000332,POL000758,CUST002423,AGT00228,2024-01-11,9858,UPI,Success,RCPT514415,False,True,1,False,None
PAY000333,POL000852,CUST002716,AGT00311,2023-10-11,12840,UPI,Success,RCPT433180,False,True,0,False,None
PAY000334,POL000926,CUST003116,AGT00346,2022-07-04,15053,UPI,Success,RCPT391810,False,True,1,False,None
PAY000335,POL000309,CUST003141,AGT00344,2024-10-07,21981,Card,Success,RCPT236474,False,True,2,False,None
PAY000336,POL000570,CUST002732,AGT00008,2024-01-12,18985,UPI,Success,RCPT319979,True,True,1,True,Fake Payment Receipt Submitted
PAY000337,POL000412,CUST001960,AGT00238,2026-05-24,41114,Cheque,Success,RCPT661837,False,True,2,False,None
PAY000338,POL000399,CUST002312,AGT00073,2022-04-24,4288,UPI,Success,RCPT770875,False,True,1,False,None
PAY000339,POL000934,CUST002613,AGT00183,2022-02-19,8402,Cheque,Success,RCPT838483,True,True,1,True,Fake Payment Receipt Submitted
PAY000340,POL000306,CUST001691,AGT00188,2026-01-26,5696,Cash,Success,RCPT733721,False,True,2,False,None
PAY000341,POL000653,CUST002722,AGT00167,2025-03-28,37085,UPI,Success,RCPT303665,False,True,2,False,None
PAY000342,POL000623,CUST001222,AGT00254,2023-11-21,5786,Card,Success,RCPT295670,False,True,2,False,None
PAY000343,POL000163,CUST001095,AGT00330,2023-09-18,75597,UPI,Success,RCPT354357,False,True,0,False,None
PAY000344,POL000623,CUST001222,AGT00254,2023-11-12,5822,Card,Bounced,RCPT374243,False,True,1,True,Bounced Cheque Used for Coverage
PAY000345,POL000664,CUST000936,AGT00098,2022-07-21,16333,UPI,Success,RCPT738447,False,True,2,False,None
PAY000346,POL000888,CUST000927,AGT00328,2024-08-06,75311,Cheque,Success,RCPT998314,False,True,0,False,None
PAY000347,POL000065,CUST001775,AGT00273,2025-05-13,20571,Cheque,Success,RCPT646385,True,True,0,True,Fake Payment Receipt Submitted
PAY000348,POL000618,CUST000620,AGT00302,2023-09-11,25610,Card,Success,RCPT695007,False,True,2,False,None
PAY000349,POL000216,CUST001492,AGT00313,2025-01-22,13753,UPI,Success,RCPT546582,False,True,2,False,None
PAY000350,POL000603,CUST002294,AGT00144,2023-06-22,9027,UPI,Success,RCPT513679,False,True,2,False,None
PAY000351,POL000914,CUST002346,AGT00077,2022-08-21,34602,Card,Bounced,RCPT149094,False,True,0,True,Bounced Cheque Used for Coverage
PAY000352,POL000954,CUST002458,AGT00234,2022-05-08,8570,NEFT,Reversed,RCPT983028,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000353,POL000026,CUST002554,AGT00105,2022-02-02,8552,UPI,Success,RCPT116696,False,True,1,False,None
PAY000354,POL000669,CUST001402,AGT00281,2025-01-17,31199,NEFT,Success,RCPT894786,False,True,0,False,None
PAY000355,POL000584,CUST001601,AGT00302,2023-09-03,22551,Cash,Success,RCPT511128,False,True,2,False,None
PAY000356,POL000044,CUST000532,AGT00326,2023-09-16,9760,Cash,Success,RCPT800708,True,True,1,True,Fake Payment Receipt Submitted
PAY000357,POL000090,CUST000389,AGT00068,2025-06-18,6243,Cheque,Success,RCPT325969,False,True,1,False,None
PAY000358,POL000133,CUST000493,AGT00187,2026-04-20,12069,Cash,Reversed,RCPT384024,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000359,POL000161,CUST000850,AGT00094,2024-02-06,14744,Card,Success,RCPT732349,False,True,1,False,None
PAY000360,POL000744,CUST001456,AGT00108,2024-04-19,5468,Card,Success,RCPT443440,False,True,2,False,None
PAY000361,POL000380,CUST001822,AGT00217,2024-07-19,74990,Card,Success,RCPT170304,False,True,1,False,None
PAY000362,POL000261,CUST000194,AGT00044,2023-02-11,4845,UPI,Success,RCPT648239,False,True,2,False,None
PAY000363,POL000383,CUST001492,AGT00269,2024-12-16,54426,NEFT,Success,RCPT788526,False,True,0,False,None
PAY000364,POL000369,CUST000198,AGT00222,2024-02-28,52113,UPI,Bounced,RCPT999980,False,True,2,True,Bounced Cheque Used for Coverage
PAY000365,POL000111,CUST000499,AGT00136,2024-03-16,11190,Cash,Success,RCPT286854,False,False,394,True,Premium Diversion by Agent
PAY000366,POL000676,CUST000403,AGT00044,2024-12-07,7989,Cheque,Success,RCPT554146,False,True,0,False,None
PAY000367,POL000077,CUST001246,AGT00125,2022-04-20,20367,Cheque,Success,RCPT772791,False,True,0,False,None
PAY000368,POL000209,CUST001130,AGT00262,2023-08-03,6162,Cheque,Success,RCPT904758,False,True,0,False,None
PAY000369,POL000013,CUST002543,AGT00127,2023-03-07,100114,Card,Success,RCPT783066,False,True,1,False,None
PAY000370,POL000921,CUST001678,AGT00246,2025-12-07,147514,Card,Success,RCPT395151,False,True,2,False,None
PAY000371,POL000570,CUST002732,AGT00008,2024-01-15,19805,Cheque,Success,RCPT847830,False,True,2,False,None
PAY000372,POL000898,CUST000387,AGT00002,2026-03-13,11420,UPI,Success,RCPT139232,False,True,1,False,None
PAY000373,POL000856,CUST000018,AGT00085,2025-06-03,34101,UPI,Success,RCPT133439,False,True,1,False,None
PAY000374,POL000548,CUST001523,AGT00142,2023-10-26,1401,Cash,Success,RCPT590976,False,True,0,False,None
PAY000375,POL000025,CUST001931,AGT00315,2025-12-25,15138,Card,Success,RCPT938203,False,True,2,False,None
PAY000376,POL000546,CUST001129,AGT00254,2022-05-23,39804,UPI,Success,RCPT517519,False,False,372,True,Premium Diversion by Agent
PAY000377,POL000140,CUST002019,AGT00042,2025-12-25,15835,Card,Success,RCPT135229,False,True,1,False,None
PAY000378,POL000275,CUST002743,AGT00206,2022-02-26,121782,Cheque,Success,RCPT848865,False,True,2,False,None
PAY000379,POL000370,CUST002195,AGT00171,2024-01-28,22587,Cheque,Success,RCPT550961,False,True,0,False,None
PAY000380,POL000874,CUST001334,AGT00367,2023-11-21,60746,Cheque,Success,RCPT413402,False,True,0,False,None
PAY000381,POL000222,CUST000093,AGT00197,2023-01-30,4470,Cash,Success,RCPT382676,False,True,0,False,None
PAY000382,POL000037,CUST003016,AGT00122,2026-01-15,4241,UPI,Success,RCPT854751,False,True,2,False,None
PAY000383,POL000875,CUST002725,AGT00080,2026-07-01,53645,Cash,Success,RCPT434456,False,True,1,False,None
PAY000384,POL000129,CUST001507,AGT00291,2025-02-18,14016,Cheque,Success,RCPT764694,False,True,1,False,None
PAY000385,POL000316,CUST001508,AGT00295,2022-09-01,9368,Cash,Success,RCPT224945,False,True,1,False,None
PAY000386,POL000323,CUST003155,AGT00020,2024-09-07,19470,UPI,Success,RCPT793252,False,True,1,False,None
PAY000387,POL000433,CUST002500,AGT00303,2023-07-26,6861,Cash,Success,RCPT128484,False,True,2,False,None
PAY000388,POL000218,CUST002472,AGT00338,2023-07-09,20591,Cheque,Success,RCPT615463,False,True,0,False,None
PAY000389,POL000847,CUST002160,AGT00320,2022-11-04,25356,Card,Success,RCPT653119,False,True,0,False,None
PAY000390,POL000942,CUST000915,AGT00310,2022-05-26,8192,Card,Success,RCPT865815,False,True,0,False,None
PAY000391,POL000248,CUST003006,AGT00377,2022-07-07,29361,Cheque,Success,RCPT608045,False,True,0,False,None
PAY000392,POL000111,CUST000499,AGT00136,2024-03-13,11124,Cheque,Reversed,RCPT870444,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000393,POL000816,CUST001130,AGT00358,2024-01-13,10750,UPI,Success,RCPT618723,False,True,1,False,None
PAY000394,POL000732,CUST001905,AGT00195,2024-12-05,14239,NEFT,Success,RCPT254737,False,True,2,False,None
PAY000395,POL000708,CUST000629,AGT00088,2023-04-26,3490,Cheque,Success,RCPT391349,False,True,0,False,None
PAY000396,POL000147,CUST002114,AGT00274,2023-12-10,34642,Cash,Success,RCPT871603,False,True,1,False,None
PAY000397,POL000344,CUST001684,AGT00367,2023-02-28,8556,Cash,Success,RCPT959022,False,True,1,False,None
PAY000398,POL000509,CUST000021,AGT00167,2026-05-02,28921,UPI,Success,RCPT798828,False,True,1,False,None
PAY000399,POL000505,CUST001740,AGT00195,2023-05-24,15901,Card,Success,RCPT228609,False,True,0,False,None
PAY000400,POL000552,CUST000149,AGT00008,2022-03-12,5670,UPI,Success,RCPT886024,False,True,1,False,None
PAY000401,POL000134,CUST002547,AGT00121,2024-08-23,47310,UPI,Bounced,RCPT559780,False,True,0,True,Bounced Cheque Used for Coverage
PAY000402,POL000464,CUST000814,AGT00243,2023-07-21,139970,NEFT,Success,RCPT383579,False,True,0,False,None
PAY000403,POL000864,CUST002060,AGT00144,2025-01-27,20166,UPI,Success,RCPT837950,False,True,2,False,None
PAY000404,POL000990,CUST000363,AGT00071,2024-05-29,43373,UPI,Success,RCPT738714,False,True,2,False,None
PAY000405,POL000191,CUST002570,AGT00354,2025-05-02,38350,Card,Success,RCPT530578,False,True,0,False,None
PAY000406,POL000163,CUST001095,AGT00330,2023-09-01,72353,Cheque,Success,RCPT311219,False,True,0,False,None
PAY000407,POL000456,CUST000924,AGT00262,2022-08-09,107922,Card,Success,RCPT506610,False,True,0,False,None
PAY000408,POL000061,CUST002546,AGT00254,2022-12-13,4358,Card,Bounced,RCPT724447,False,True,1,True,Bounced Cheque Used for Coverage
PAY000409,POL000005,CUST000318,AGT00171,2023-10-12,31389,UPI,Success,RCPT490261,False,True,1,False,None
PAY000410,POL000037,CUST003016,AGT00122,2026-01-17,4578,Cheque,Success,RCPT738911,False,True,1,False,None
PAY000411,POL000460,CUST001005,AGT00326,2025-11-01,26216,UPI,Success,RCPT720572,False,True,2,False,None
PAY000412,POL000217,CUST002103,AGT00191,2024-03-15,33075,Card,Success,RCPT480261,False,True,0,False,None
PAY000413,POL000737,CUST002974,AGT00363,2022-04-09,8675,UPI,Success,RCPT940860,False,True,1,False,None
PAY000414,POL000999,CUST002845,AGT00104,2022-12-26,8366,Cheque,Success,RCPT798398,False,True,1,False,None
PAY000415,POL000728,CUST002629,AGT00026,2022-08-02,27510,Card,Success,RCPT585334,False,True,2,False,None
PAY000416,POL000139,CUST001172,AGT00013,2023-03-07,16162,Cheque,Success,RCPT834493,False,True,2,False,None
PAY000417,POL000618,CUST000620,AGT00302,2023-09-07,25574,UPI,Success,RCPT109880,False,False,346,True,Premium Diversion by Agent
PAY000418,POL000099,CUST000079,AGT00268,2024-07-17,119517,Card,Success,RCPT514031,False,True,0,False,None
PAY000419,POL000680,CUST001802,AGT00257,2024-06-10,14614,Cheque,Bounced,RCPT974808,False,True,1,True,Bounced Cheque Used for Coverage
PAY000420,POL000961,CUST003193,AGT00005,2024-12-02,45372,Cash,Success,RCPT309494,False,True,1,False,None
PAY000421,POL000264,CUST001267,AGT00170,2026-05-31,40966,UPI,Success,RCPT570718,False,True,1,False,None
PAY000422,POL000599,CUST001439,AGT00113,2024-11-18,41817,Cheque,Success,RCPT518656,False,True,1,False,None
PAY000423,POL000596,CUST002249,AGT00265,2026-08-04,3677,NEFT,Success,RCPT761874,False,True,1,False,None
PAY000424,POL000224,CUST001282,AGT00110,2023-11-18,18220,Card,Success,RCPT399812,False,True,2,False,None
PAY000425,POL000011,CUST002997,AGT00338,2025-03-21,6663,Cheque,Bounced,RCPT931801,False,True,0,True,Bounced Cheque Used for Coverage
PAY000426,POL000327,CUST001628,AGT00161,2025-01-03,34187,UPI,Success,RCPT673467,False,True,2,False,None
PAY000427,POL000698,CUST002181,AGT00059,2026-02-08,21297,Cheque,Success,RCPT885562,False,True,0,False,None
PAY000428,POL000350,CUST001278,AGT00331,2023-09-13,10219,UPI,Success,RCPT934501,False,True,0,False,None
PAY000429,POL000379,CUST001366,AGT00340,2023-05-19,13343,Cheque,Success,RCPT826245,False,True,0,False,None
PAY000430,POL000944,CUST001996,AGT00293,2024-01-28,5828,NEFT,Success,RCPT885956,False,True,2,False,None
PAY000431,POL000231,CUST000416,AGT00017,2025-12-27,22066,UPI,Success,RCPT952997,False,True,1,False,None
PAY000432,POL000141,CUST000172,AGT00132,2025-07-24,98596,UPI,Success,RCPT396908,False,True,0,False,None
PAY000433,POL000618,CUST000620,AGT00302,2023-09-23,26082,Cash,Success,RCPT543709,False,True,0,False,None
PAY000434,POL000765,CUST002867,AGT00345,2023-08-13,33307,Cheque,Success,RCPT519040,False,True,2,False,None
PAY000435,POL000956,CUST000855,AGT00285,2024-01-29,15397,UPI,Success,RCPT819904,False,True,2,False,None
PAY000436,POL000049,CUST001476,AGT00202,2023-09-17,36864,UPI,Success,RCPT847608,False,True,1,False,None
PAY000437,POL000451,CUST003108,AGT00059,2023-08-12,19093,Cheque,Success,RCPT410605,False,True,1,False,None
PAY000438,POL000775,CUST000050,AGT00370,2022-08-03,7373,Card,Success,RCPT511687,False,True,0,False,None
PAY000439,POL000491,CUST001313,AGT00043,2024-07-25,25794,Cheque,Reversed,RCPT518472,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000440,POL000205,CUST002225,AGT00220,2025-03-03,53579,UPI,Success,RCPT657430,False,True,1,False,None
PAY000441,POL000869,CUST002331,AGT00082,2023-02-23,56456,Cheque,Success,RCPT144329,False,True,1,False,None
PAY000442,POL000409,CUST002724,AGT00321,2026-08-08,9824,Cheque,Success,RCPT758405,False,True,1,False,None
PAY000443,POL000407,CUST001866,AGT00176,2023-02-07,16405,Cheque,Success,RCPT770088,False,True,2,False,None
PAY000444,POL000051,CUST002349,AGT00152,2022-03-21,18488,Card,Success,RCPT654001,False,True,2,False,None
PAY000445,POL000175,CUST002345,AGT00353,2026-01-24,13747,Cheque,Success,RCPT179374,False,True,2,False,None
PAY000446,POL000737,CUST002974,AGT00363,2022-04-21,8771,NEFT,Success,RCPT646947,False,True,2,False,None
PAY000447,POL000261,CUST000194,AGT00044,2023-03-01,4746,Cheque,Success,RCPT335325,False,True,2,False,None
PAY000448,POL000480,CUST002717,AGT00367,2024-12-02,8538,NEFT,Success,RCPT499568,False,True,0,False,None
PAY000449,POL000734,CUST000492,AGT00321,2024-05-02,35806,Card,Success,RCPT619135,False,True,0,False,None
PAY000450,POL000223,CUST002567,AGT00254,2024-08-25,17660,Card,Success,RCPT450710,False,True,2,False,None
PAY000451,POL000269,CUST002526,AGT00338,2023-03-29,10071,Cheque,Success,RCPT722870,False,True,0,False,None
PAY000452,POL000810,CUST001440,AGT00008,2022-03-05,9935,UPI,Success,RCPT666035,False,True,2,False,None
PAY000453,POL000893,CUST000234,AGT00176,2025-07-14,116168,UPI,Success,RCPT303758,False,False,182,True,Premium Diversion by Agent
PAY000454,POL000901,CUST000038,AGT00106,2024-01-25,128219,Card,Success,RCPT916055,False,True,0,False,None
PAY000455,POL000919,CUST002516,AGT00331,2025-12-21,17864,Cash,Success,RCPT117716,False,True,1,False,None
PAY000456,POL000318,CUST000775,AGT00118,2025-06-25,5145,NEFT,Success,RCPT828961,False,True,2,False,None
PAY000457,POL000385,CUST002011,AGT00369,2022-02-16,10299,NEFT,Success,RCPT643819,False,True,0,False,None
PAY000458,POL000586,CUST001207,AGT00354,2023-10-06,16783,Card,Success,RCPT880585,False,True,0,False,None
PAY000459,POL000626,CUST002805,AGT00241,2025-08-26,9656,UPI,Bounced,RCPT665048,False,True,1,True,Bounced Cheque Used for Coverage
PAY000460,POL000219,CUST002363,AGT00338,2026-01-20,23827,Card,Success,RCPT103449,False,True,0,False,None
PAY000461,POL000054,CUST001141,AGT00216,2025-03-18,14214,Cheque,Reversed,RCPT985168,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000462,POL000200,CUST003154,AGT00215,2026-04-25,44778,Cash,Success,RCPT878074,False,True,0,False,None
PAY000463,POL000884,CUST000456,AGT00251,2024-05-20,20410,Card,Success,RCPT395921,False,True,1,False,None
PAY000464,POL000643,CUST000440,AGT00209,2025-11-21,34392,UPI,Success,RCPT107279,False,True,1,False,None
PAY000465,POL000339,CUST000062,AGT00241,2025-06-04,15729,Cash,Success,RCPT105191,False,True,2,False,None
PAY000466,POL000704,CUST002765,AGT00080,2026-05-23,7759,Card,Success,RCPT960476,False,True,2,False,None
